20130701 	0
20130702 	0
20130703 	0
20130704 	0
20130705 	0
20130706 	0
20130707 	0
20130708 	0
20130709 	0
20130710 	0
20130711 	0
20130712 	0
20130713 	0
20130714 	0
20130715 	0
20130716 	0
20130717 	0
20130718 	0
20130719 	0
20130720 	0
20130721 	0
20130722 	0
20130723 	0
20130724 	0
20130725 	0
20130726 	0
20130727 	0
20130728 	1
20130729 	0
20130730 	1
20130731 	1
20130801 	1
20130802 	1
20130803 	1
20130804 	1
20130805 	0
20130806 	0
20130807 	1
20130808 	1
20130809 	1
20130810 	1
20130811 	1
20130812 	0
20130813 	1
20130814 	1
20130815 	1
20130816 	1
20130817 	1
20130818 	1
20130819 	0
20130820 	1
20130821 	1
20130822 	1
20130823 	1
20130824 	1
20130825 	1
20130826 	0
20130827 	0
20130828 	0
20130829 	1
20130830 	1
20130831 	0
20130901 	0
20130902 	1
20130903 	0
20130904 	0
20130905 	0
20130906 	1
20130907 	0
20130908 	0
20130909 	1
20130910 	1
20130911 	0
20130912 	0
20130913 	1
20130914 	0
20130915 	0
20130916 	1
20130917 	0
20130918 	1
20130919 	0
20130920 	0
20130921 	0
20130922 	0
20130923 	0
20130924 	1
20130925 	1
20130926 	1
20130927 	1
20130928 	0
20130929 	0
20130930 	0
20131001 	0
20131002 	0
20131003 	0
20131004 	1
20131005 	1
20131006 	0
20131007 	0
20131008 	1
20131009 	0
20131010 	0
20131011 	0
20131012 	0
20131013 	0
20131014 	0
20131015 	1
20131016 	1
20131017 	0
20131018 	0
20131019 	0
20131020 	0
20131021 	1
20131022 	0
20131023 	0
20131024 	0
20131025 	0
20131026 	0
20131027 	0
20131028 	0
20131029 	1
20131030 	1
20131031 	1
20131101 	1
20131102 	1
20131103 	1
20131104 	0
20131105 	1
20131106 	0
20131107 	1
20131108 	1
20131109 	0
20131110 	0
20131111 	1
20131112 	1
20131113 	1
20131114 	0
20131115 	1
20131116 	0
20131117 	0
20131118 	0
20131119 	0
20131120 	0
20131121 	0
20131122 	1
20131123 	1
20131124 	1
20131125 	1
20131126 	1
20131127 	1
20131128 	1
20131129 	1
20131130 	1
20131201 	1
20131202 	1
20131203 	1
20131204 	1
20131205 	1
20131206 	0
20131207 	0
20131208 	0
20131209 	1
20131210 	1
20131211 	1
20131212 	1
20131213 	1
20131214 	1
20131215 	1
20131216 	1
20131217 	1
20131218 	0
20131219 	1
20131220 	1
20131221 	1
20131222 	1
20131223 	1
20131224 	1
20131225 	1
20131226 	1
20131227 	1
20131228 	1
20131229 	1
20131230 	1
20131231 	1
20140101 	0
20140102 	1
20140103 	0
20140104 	0
20140105 	0
20140106 	0
20140107 	1
20140108 	1
20140109 	0
20140110 	1
20140111 	0
20140112 	0
20140113 	0
20140114 	0
20140115 	0
20140116 	0
20140117 	0
20140118 	0
20140119 	0
20140120 	1
20140121 	0
20140122 	0
20140123 	1
20140124 	1
20140125 	0
20140126 	0
20140127 	0
20140128 	1
20140129 	0
20140130 	0
20140131 	0
20140201 	0
20140202 	0
20140203 	0
20140204 	0
20140205 	0
20140206 	0
20140207 	1
20140208 	1
20140209 	1
20140210 	1
20140211 	1
20140212 	0
20140213 	0
20140214 	0
20140215 	0
20140216 	0
20140217 	0
20140218 	0
20140219 	0
20140220 	0
20140221 	0
20140222 	0
20140223 	0
20140224 	1
20140225 	0
20140226 	0
20140227 	0
20140228 	0
20140301 	0
20140302 	0
20140303 	0
20140304 	0
20140305 	0
20140306 	0
20140307 	0
20140308 	0
20140309 	0
20140310 	0
20140311 	0
20140312 	0
20140313 	0
20140314 	0
20140315 	0
20140316 	0
20140317 	0
20140318 	0
20140319 	1
20140320 	1
20140321 	1
20140322 	0
20140323 	0
20140324 	0
20140325 	0
20140326 	0
20140327 	0
20140328 	0
20140329 	0
20140330 	0
20140331 	1
20140401 	1
20140402 	1
20140403 	1
20140404 	1
20140405 	0
20140406 	0
20140407 	0
20140408 	0
20140409 	0
20140410 	0
20140411 	0
20140412 	0
20140413 	0
20140414 	0
20140415 	0
20140416 	0
20140417 	0
20140418 	0
20140419 	0
20140420 	0
20140421 	0
20140422 	0
20140423 	0
20140424 	0
20140425 	0
20140426 	0
20140427 	0
20140428 	0
20140429 	0
20140430 	1
20140501 	0
20140502 	0
20140503 	0
20140504 	1
20140505 	0
20140506 	1
20140507 	0
20140508 	0
20140509 	0
20140510 	0
20140511 	0
20140512 	0
20140513 	0
20140514 	0
20140515 	0
20140516 	0
20140517 	0
20140518 	0
20140519 	1
20140520 	1
20140521 	1
20140522 	0
20140523 	0
20140524 	0
20140525 	0
20140526 	0
20140527 	0
20140528 	0
20140529 	0
20140530 	1
20140531 	0
20140601 	0
20140602 	0
20140603 	1
20140604 	1
20140605 	1
20140606 	0
20140607 	0
20140608 	0
20140609 	1
20140610 	1
20140611 	1
20140612 	1
20140613 	1
20140614 	1
20140615 	0
20140616 	0
20140617 	0
20140618 	0
20140619 	0
20140620 	0
20140621 	0
20140622 	0
20140623 	0
20140624 	0
20140625 	0
20140626 	0
20140627 	0
20140628 	0
20140629 	0
20140630 	0
20140701 	1
20140702 	1
20140703 	0
20140704 	0
20140705 	0
20140706 	0
20140707 	0
20140708 	0
20140709 	0
20140710 	1
20140711 	0
20140712 	0
20140713 	0
20140714 	1
20140715 	1
20140716 	1
20140717 	0
20140718 	0
20140719 	0
20140720 	0
20140721 	1
20140722 	0
20140723 	1
20140724 	0
20140725 	1
20140726 	0
20140727 	0
20140728 	1
20140729 	0
20140730 	0
20140731 	0
20140801 	0
20140802 	0
20140803 	0
20140804 	1
20140805 	0
20140806 	0
20140807 	0
20140808 	1
20140809 	0
20140810 	0
20140811 	1
20140812 	0
20140813 	0
20140814 	1
20140815 	0
20140816 	0
20140817 	0
20140818 	0
20140819 	1
20140820 	1
20140821 	1
20140822 	0
20140823 	0
20140824 	0
20140825 	1
20140826 	0
20140827 	1
20140828 	0
20140829 	1
20140830 	1
20140831 	1
当日年化收益率>本周年化收益率: 152

